"","KO","KO_ID","fc","auroc","p.val","p.adj","cohen.d","ID","L1","id1","L2","id2","L3","gene","protein","EC"
"1908","K02535","K02535",-0.054235253406303,0.42394745172523,0.000382230422340646,0.00152325092333886,-0.285668610591127,"A09180","Brite Hierarchies",9181,"Protein families: metabolism",1005,"Lipopolysaccharide biosynthesis proteins [BR:ko01005","lpxC"," UDP-3-O-","3-hydroxymyristoyl"
"1910","K02536","K02536",-0.153876117352489,0.280996095810911,0,0,-0.669490071661067,"A09100","Metabolism",9107,"Glycan biosynthesis and metabolism",540,"Lipopolysaccharide biosynthesis [PATH:ko00540","lpxD"," UDP-3-O-","3-hydroxymyristoyl"
"1912","K02538","K02538",-7.97775609384263e-05,0.444418064788435,0.00875511869706003,0.0240975597592469,-0.0512117211837277,"A09180","Brite Hierarchies",9182,"Protein families: genetic information processing",3000,"Transcription factors [BR:ko03000","manR"," activator of the mannose operon, transcriptional antiterminator",""
"1913","K02548","K02548",-0.142816993425069,0.314113869669425,0,0,-0.582036795411268,"A09180","Brite Hierarchies",9181,"Protein families: metabolism",1006,"Prenyltransferases [BR:ko01006","menA"," 1,4-dihydroxy-2-naphthoate polyprenyltransferase ","EC:2.5.1.74"
"1915","K02549","K02549",-0.071988981222127,0.418373807262696,0.000137800188345194,0.000640247973304735,-0.328860665549119,"A09100","Metabolism",9108,"Metabolism of cofactors and vitamins",130,"Ubiquinone and other terpenoid-quinone biosynthesis [PATH:ko00130","menC"," o-succinylbenzoate synthase ","EC:4.2.1.113"
"1916","K02551","K02551",-0.149803382940877,0.29056060537542,0,0,-0.641965507802228,"A09100","Metabolism",9108,"Metabolism of cofactors and vitamins",130,"Ubiquinone and other terpenoid-quinone biosynthesis [PATH:ko00130","menD"," 2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylate synthase ","EC:2.2.1.9"
"1917","K02552","K02552",-0.0655781420712016,0.430252189511449,0.0011247141916797,0.00386478347500007,-0.319348734904981,"A09100","Metabolism",9109,"Metabolism of terpenoids and polyketides",1053,"Biosynthesis of siderophore group nonribosomal peptides [PATH:ko01053","menF"," menaquinone-specific isochorismate synthase ","EC:5.4.4.2"
"1919","K02553","K02553",-0.0532966180793116,0.419579734394549,0.000171809020699243,0.000769904147654411,-0.311249868458449,"A09180","Brite Hierarchies",9182,"Protein families: genetic information processing",3019,"Messenger RNA biogenesis [BR:ko03019","rraA, menG"," regulator of ribonuclease activity A",""
"1920","K02554","K02554",-0.0405606338780633,0.435219101885769,0.00246181359903463,0.00777581943306615,-0.257910482338802,"A09100","Metabolism",9105,"Amino acid metabolism",360,"Phenylalanine metabolism [PATH:ko00360","mhpD"," 2-keto-4-pentenoate hydratase ","EC:4.2.1.80"
"1924","K02556","K02556",0.0699079405710701,0.623517086480049,7.99199087916675e-09,7.89339455040835e-08,0.295702720482594,"A09180","Brite Hierarchies",9183,"Protein families: signaling and cellular processes",2035,"Bacterial motility proteins [BR:ko02035","motA"," chemotaxis protein MotA",""
"1929","K02557","K02557",0.0454230769447759,0.577688086947346,0.000285478968834743,0.00119023429870709,0.072813030692807,"A09180","Brite Hierarchies",9183,"Protein families: signaling and cellular processes",2035,"Bacterial motility proteins [BR:ko02035","motB"," chemotaxis protein MotB",""
"1933","K02558","K02558",-0.0987665526853585,0.383597883597884,5.44509424216244e-08,4.9493291113804e-07,-0.384996653994464,"A09190","Not Included in Pathway or Brite",9191,"Unclassified: metabolism",99980,"Enzymes with EC numbers","mpl"," UDP-N-acetylmuramate: L-alanyl-gamma-D-glutamyl-meso-diaminopimelate ligase ","EC:6.3.2.45"
"1934","K02560","K02560",-0.0370797014819553,0.429547475843772,0.000999906786827598,0.00349212412211685,-0.256335622225757,"A09180","Brite Hierarchies",9181,"Protein families: metabolism",1005,"Lipopolysaccharide biosynthesis proteins [BR:ko01005","lpxM, msbB"," lauroyl-Kdo2-lipid IVA myristoyltransferase ","EC:2.3.1.243"
"1936","K02562","K02562",-0.0200351260953035,0.403872533502163,6.82179398281413e-06,4.56577626213106e-05,-0.253595369862759,"A09180","Brite Hierarchies",9182,"Protein families: genetic information processing",3000,"Transcription factors [BR:ko03000","mtlR"," mannitol operon repressor",""
"1937","K02563","K02563",-0.0231672765474863,0.449426430907912,0.0181840133689417,0.0462008224930756,-0.146140794770559,"A09160","Human Diseases",9175,"Drug resistance: antimicrobial",1502,"Vancomycin resistance [PATH:ko01502","murG"," UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase ","EC:2.4.1.227"
"1941","K02564","K02564",-0.0913684759366341,0.337539004205671,3.26405569239796e-14,5.43530553898108e-13,-0.51681889380243,"A09100","Metabolism",9101,"Carbohydrate metabolism",520,"Amino sugar and nucleotide sugar metabolism [PATH:ko00520","nagB, GNPDA"," glucosamine-6-phosphate deaminase ","EC:3.5.99.6"
"1942","K02565","K02565",-0.0418804510931929,0.415291156031897,7.60361330862658e-05,0.000387439929055232,-0.282638275605892,"A09180","Brite Hierarchies",9182,"Protein families: genetic information processing",3000,"Transcription factors [BR:ko03000","nagC"," N-acetylglucosamine repressor",""
"1943","K02569","K02569",-0.0145487232536711,0.445499630684816,0.0108726795300234,0.0292302001184935,-0.172825263531021,"A09190","Not Included in Pathway or Brite",9191,"Unclassified: metabolism",99982,"Energy metabolism","napC"," cytochrome c-type protein NapC",""
"1944","K02572","K02572",-0.0256429251505204,0.441275117201043,0.00607335242976315,0.0173649492892198,-0.22044341550069,"A09190","Not Included in Pathway or Brite",9191,"Unclassified: metabolism",99982,"Energy metabolism","napF"," ferredoxin-type protein NapF",""
"1945","K02575","K02575",-0.054394491348188,0.412476069883477,4.35889871404083e-05,0.00023782562708456,-0.260771689828426,"A09180","Brite Hierarchies",9183,"Protein families: signaling and cellular processes",2000,"Transporters [BR:ko02000","NRT, narK, nrtP, nasA"," MFS transporter, NNP family, nitrate/nitrite transporter",""
"1947","K02587","K02587",0.037627947263379,0.685980343387751,3.75356568840248e-18,9.27364626754869e-17,0.442656877270658,"A09190","Not Included in Pathway or Brite",9191,"Unclassified: metabolism",99982,"Energy metabolism","nifE"," nitrogenase molybdenum-cofactor synthesis protein NifE",""
"1948","K02588","K02588",0.0629494084620698,0.666922926182186,6.41381558060002e-15,1.15089285612232e-13,0.44353474265068,"A09100","Metabolism",9102,"Energy metabolism",910,"Nitrogen metabolism [PATH:ko00910","nifH"," nitrogenase iron protein NifH",""
"1950","K02592","K02592",0,0.477773255551033,0.00151071782274159,0.0050092539196123,-0.128649821657394,"A09190","Not Included in Pathway or Brite",9191,"Unclassified: metabolism",99982,"Energy metabolism","nifN"," nitrogenase molybdenum-iron protein NifN",""
"1951","K02594","K02594",-0.000804232980099945,0.445835029168362,0.0106828093821869,0.0287848125942033,-0.141330222051345,"A09100","Metabolism",9101,"Carbohydrate metabolism",620,"Pyruvate metabolism [PATH:ko00620","nifV"," homocitrate synthase NifV ","EC:2.3.3.14"
"1952","K02596","K02596",0,0.484405854776225,0.010060918616478,0.027312425301857,-0.118832125061908,"A09190","Not Included in Pathway or Brite",9191,"Unclassified: metabolism",99982,"Energy metabolism","nifX"," nitrogen fixation protein NifX",""
"1953","K02597","K02597",0,0.48157192601637,0.000696241410729215,0.00255033259381058,-0.121777429445535,"A09190","Not Included in Pathway or Brite",9191,"Unclassified: metabolism",99982,"Energy metabolism","nifZ"," nitrogen fixation protein NifZ",""
"1954","K02601","K02601",0.0877473508636456,0.628363406141184,2.038193644386e-09,2.14810130166555e-08,0.30320636268801,"A09180","Brite Hierarchies",9182,"Protein families: genetic information processing",3009,"Ribosome biogenesis [BR:ko03009","nusG"," transcription termination/antitermination protein NusG",""
"1956","K02609","K02609",-0.00620179161641441,0.446893983931021,0.0128546066610178,0.0339446416300774,-0.142224210010708,"A09100","Metabolism",9105,"Amino acid metabolism",360,"Phenylalanine metabolism [PATH:ko00360","paaA"," ring-1,2-phenylacetyl-CoA epoxidase subunit PaaA ","EC:1.14.13.149"
"1957","K02610","K02610",-0.03407329138802,0.411062874025837,3.11590781616466e-05,0.000176723763469939,-0.258087634381892,"A09100","Metabolism",9105,"Amino acid metabolism",360,"Phenylalanine metabolism [PATH:ko00360","paaB"," ring-1,2-phenylacetyl-CoA epoxidase subunit PaaB",""
"1958","K02612","K02612",-0.0108171457546297,0.439202429943171,0.00438876743789773,0.0129992449974872,-0.141780100521653,"A09100","Metabolism",9105,"Amino acid metabolism",360,"Phenylalanine metabolism [PATH:ko00360","paaD"," ring-1,2-phenylacetyl-CoA epoxidase subunit PaaD",""
"1959","K02613","K02613",-0.0193550942074162,0.421147439665958,0.000224107063707679,0.000972337369687408,-0.223016130529005,"A09100","Metabolism",9105,"Amino acid metabolism",360,"Phenylalanine metabolism [PATH:ko00360","paaE"," ring-1,2-phenylacetyl-CoA epoxidase subunit PaaE",""
"1960","K02614","K02614",0.0324609055400901,0.587143309365532,4.70671799012816e-05,0.000255297289809818,0.089298761336172,"A09100","Metabolism",9105,"Amino acid metabolism",360,"Phenylalanine metabolism [PATH:ko00360","paaI"," acyl-CoA thioesterase ","EC:3.1.2.-"
"1961","K02615","K02615",-0.004219486883974,0.425341804971435,0.000454903828524866,0.00176164152385955,-0.193787995649337,"A09100","Metabolism",9105,"Amino acid metabolism",360,"Phenylalanine metabolism [PATH:ko00360","paaJ"," 3-oxo-5,6-didehydrosuberyl-CoA/3-oxoadipyl-CoA thiolase ","EC:2.3.1.223"
"1962","K02616","K02616",-0.00915832904190939,0.447093715612234,0.0132624763707065,0.0348999299186165,-0.12627231246289,"A09180","Brite Hierarchies",9182,"Protein families: genetic information processing",3000,"Transcription factors [BR:ko03000","paaX"," phenylacetic acid degradation operon negative regulatory protein",""
"1963","K02617","K02617",-0.00898997207688837,0.445880251435807,0.0112819849800641,0.0302329600720995,-0.147496216437697,"A09190","Not Included in Pathway or Brite",9194,"Poorly characterized",99996,"General function prediction only","paaY"," phenylacetic acid degradation protein",""
"1964","K02618","K02618",-0.00740606468438297,0.443656823286453,0.00837441123973948,0.0231953918769364,-0.121092310752922,"A09100","Metabolism",9105,"Amino acid metabolism",360,"Phenylalanine metabolism [PATH:ko00360","paaZ"," oxepin-CoA hydrolase / 3-oxo-5,6-dehydrosuberyl-CoA semialdehyde dehydrogenase ","EC:3.3.2.12"
"1965","K02619","K02619",-0.0899648317856331,0.374365003994634,4.42913195008998e-09,4.48624727694029e-08,-0.417544061868741,"A09100","Metabolism",9108,"Metabolism of cofactors and vitamins",790,"Folate biosynthesis [PATH:ko00790","pabC"," 4-amino-4-deoxychorismate lyase ","EC:4.1.3.38"
"1966","K02622","K02622",-0.0506870998422644,0.418780807669697,0.000148814723918811,0.000682661923607724,-0.241835658986861,"A09180","Brite Hierarchies",9183,"Protein families: signaling and cellular processes",2048,"Prokaryotic defense system [BR:ko02048","parE"," topoisomerase IV subunit B ","EC:5.6.2.2"
"1969","K02624","K02624",-0.0117385392372468,0.40917484436003,1.9967006102739e-05,0.000119172252911402,-0.229097945211638,"A09180","Brite Hierarchies",9182,"Protein families: genetic information processing",3000,"Transcription factors [BR:ko03000","pcaR"," IclR family transcriptional regulator, pca regulon regulatory protein",""
"1970","K02626","K02626",-0.0283046758619553,0.441180904143867,0.00601310354029483,0.0172104159767943,-0.21215559195101,"A09100","Metabolism",9105,"Amino acid metabolism",330,"Arginine and proline metabolism [PATH:ko00330","pdaD"," arginine decarboxylase ","EC:4.1.1.19"
"1971","K02647","K02647",0.183905183027925,0.741049759568278,2.13120870862989e-29,1.32421221701884e-27,1.00438682181781,"A09180","Brite Hierarchies",9182,"Protein families: genetic information processing",3000,"Transcription factors [BR:ko03000","cdaR"," carbohydrate diacid regulator",""
"1972","K02650","K02650",0.082397705572388,0.65242542094394,1.08563592256306e-12,1.57473949325088e-11,0.316579813576082,"A09130","Environmental Information Processing",9132,"Signal transduction",2020,"Two-component system [PATH:ko02020","pilA"," type IV pilus assembly protein PilA",""
"1975","K02652","K02652",0.0865070498701567,0.620509805694991,1.82351265791841e-08,1.72725442432635e-07,0.125348914457834,"A09180","Brite Hierarchies",9183,"Protein families: signaling and cellular processes",2035,"Bacterial motility proteins [BR:ko02035","pilB"," type IV pilus assembly protein PilB",""
"1977","K02653","K02653",0.0620422018198463,0.580393885949442,0.000173690217669508,0.000777079394044235,0.108322504352604,"A09180","Brite Hierarchies",9183,"Protein families: signaling and cellular processes",2035,"Bacterial motility proteins [BR:ko02035","pilC"," type IV pilus assembly protein PilC",""
"1979","K02654","K02654",0.0942310537739779,0.623494475346327,8.05284902128613e-09,7.94407831175691e-08,0.179168459862564,"A09180","Brite Hierarchies",9181,"Protein families: metabolism",1002,"Peptidases and inhibitors [BR:ko01002","pilD, pppA"," leader peptidase (prepilin peptidase) / N-methyltransferase ","EC:3.4.23.43"
"1982","K02656","K02656",0.00085726325488925,0.53602707306411,0.0109108488333955,0.0293138842810102,0.00938931720267475,"A09180","Brite Hierarchies",9183,"Protein families: signaling and cellular processes",2035,"Bacterial motility proteins [BR:ko02035","pilF"," type IV pilus assembly protein PilF",""
"1984","K02662","K02662",0.100659352461089,0.676449750523825,1.71454231580152e-16,3.76656446473969e-15,0.458771835076688,"A09180","Brite Hierarchies",9183,"Protein families: signaling and cellular processes",2044,"Secretion system [BR:ko02044","pilM"," type IV pilus assembly protein PilM",""
"1986","K02666","K02666",0.000443736417891958,0.552793228719155,0.0129986685735426,0.0342815693833753,0.2392729946797,"A09180","Brite Hierarchies",9183,"Protein families: signaling and cellular processes",2035,"Bacterial motility proteins [BR:ko02035","pilQ"," type IV pilus assembly protein PilQ",""
"1988","K02669","K02669",0.0847251321081751,0.590881683474276,2.19286958092335e-05,0.000129580071900411,0.057419630601129,"A09180","Brite Hierarchies",9183,"Protein families: signaling and cellular processes",2035,"Bacterial motility proteins [BR:ko02035","pilT"," twitching motility protein PilT",""
"1990","K02679","K02679",-0.0345399343531735,0.442126803237914,0.00685679071517553,0.019339308771867,-0.268505511707487,"A09180","Brite Hierarchies",9183,"Protein families: signaling and cellular processes",2044,"Secretion system [BR:ko02044","ppdA"," prepilin peptidase dependent protein A",""
"1991","K02681","K02681",-0.0292514891740156,0.447719290311883,0.0145164697712281,0.037664109478107,-0.254660567264867,"A09180","Brite Hierarchies",9183,"Protein families: signaling and cellular processes",2044,"Secretion system [BR:ko02044","ppdC"," prepilin peptidase dependent protein C",""
"1992","K02682","K02682",-0.0477536475356704,0.441448469226247,0.00622047884915489,0.0177186817988586,-0.286315081386428,"A09180","Brite Hierarchies",9183,"Protein families: signaling and cellular processes",2044,"Secretion system [BR:ko02044","ppdD"," prepilin peptidase dependent protein D",""
